id,len,ExpAA,First60,PredHel,Topology
g_10190,len=188,ExpAA=0.03,First60=0.00,PredHel=0,Topology=o
g_10191,len=130,ExpAA=0.24,First60=0.06,PredHel=0,Topology=o
g_10192,len=198,ExpAA=22.50,First60=0.04,PredHel=1,Topology=i89-111o
g_10193,len=906,ExpAA=0.14,First60=0.00,PredHel=0,Topology=o
g_10194,len=186,ExpAA=0.00,First60=0.00,PredHel=0,Topology=o
g_10195,len=831,ExpAA=153.00,First60=0.00,PredHel=7,Topology=o429-451i471-493o549-571i578-600o639-661i729-751o761-783i
g_10196,len=170,ExpAA=1.09,First60=1.07,PredHel=0,Topology=o
g_10197,len=784,ExpAA=0.32,First60=0.00,PredHel=0,Topology=o
g_10198,len=906,ExpAA=0.08,First60=0.06,PredHel=0,Topology=o
g_10199,len=198,ExpAA=0.00,First60=0.00,PredHel=0,Topology=o
g_10200,len=173,ExpAA=0.01,First60=0.00,PredHel=0,Topology=o
g_10201,len=193,ExpAA=6.11,First60=6.11,PredHel=0,Topology=o
g_10202,len=175,ExpAA=0.29,First60=0.00,PredHel=0,Topology=o
g_10203,len=403,ExpAA=0.19,First60=0.13,PredHel=0,Topology=o
g_10204,len=198,ExpAA=0.00,First60=0.00,PredHel=0,Topology=o
g_10205,len=133,ExpAA=0.00,First60=0.00,PredHel=0,Topology=o
g_10206,len=878,ExpAA=0.00,First60=0.00,PredHel=0,Topology=o
g_10207,len=197,ExpAA=0.00,First60=0.00,PredHel=0,Topology=o
g_10208,len=190,ExpAA=0.06,First60=0.01,PredHel=0,Topology=o
g_10209,len=140,ExpAA=44.77,First60=22.01,PredHel=2,Topology=i38-60o75-97i
g_10210,len=296,ExpAA=124.25,First60=41.73,PredHel=6,Topology=i12-31o36-58i79-101o111-133i154-171o181-203i
g_10211,len=198,ExpAA=0.00,First60=0.00,PredHel=0,Topology=o
g_10212,len=892,ExpAA=0.02,First60=0.00,PredHel=0,Topology=o
g_10213,len=173,ExpAA=0.08,First60=0.00,PredHel=0,Topology=o
g_10214,len=382,ExpAA=0.47,First60=0.47,PredHel=0,Topology=o
g_10215,len=192,ExpAA=0.01,First60=0.00,PredHel=0,Topology=o
g_10216,len=191,ExpAA=0.00,First60=0.00,PredHel=0,Topology=o
g_10217,len=192,ExpAA=1.46,First60=0.85,PredHel=0,Topology=o
g_10218,len=179,ExpAA=0.04,First60=0.00,PredHel=0,Topology=o
g_10219,len=244,ExpAA=0.01,First60=0.01,PredHel=0,Topology=o
g_10220,len=157,ExpAA=0.00,First60=0.00,PredHel=0,Topology=o
g_10221,len=427,ExpAA=0.03,First60=0.00,PredHel=0,Topology=o
g_10222,len=197,ExpAA=0.00,First60=0.00,PredHel=0,Topology=o
g_10223,len=714,ExpAA=0.04,First60=0.00,PredHel=0,Topology=o
g_10224,len=197,ExpAA=0.00,First60=0.00,PredHel=0,Topology=o
g_10225,len=131,ExpAA=0.01,First60=0.00,PredHel=0,Topology=o
g_10226,len=150,ExpAA=0.01,First60=0.00,PredHel=0,Topology=o
g_10227,len=236,ExpAA=0.01,First60=0.01,PredHel=0,Topology=o
g_10228,len=174,ExpAA=11.47,First60=11.34,PredHel=0,Topology=o
g_10229,len=170,ExpAA=0.01,First60=0.00,PredHel=0,Topology=o
g_10230,len=362,ExpAA=23.78,First60=0.00,PredHel=0,Topology=o
g_10231,len=657,ExpAA=0.00,First60=0.00,PredHel=0,Topology=o
g_10232,len=166,ExpAA=0.00,First60=0.00,PredHel=0,Topology=o
g_10233,len=197,ExpAA=0.00,First60=0.00,PredHel=0,Topology=o
g_10234,len=167,ExpAA=45.98,First60=0.17,PredHel=2,Topology=i90-112o117-139i
g_10235,len=133,ExpAA=2.58,First60=0.00,PredHel=0,Topology=o
g_10236,len=196,ExpAA=0.24,First60=0.00,PredHel=0,Topology=o
g_10237,len=363,ExpAA=0.16,First60=0.00,PredHel=0,Topology=o
g_10238,len=183,ExpAA=0.00,First60=0.00,PredHel=0,Topology=o
g_10239,len=646,ExpAA=0.35,First60=0.33,PredHel=0,Topology=o
g_10240,len=164,ExpAA=35.83,First60=19.56,PredHel=2,Topology=o4-26i91-108o
g_10241,len=179,ExpAA=0.32,First60=0.00,PredHel=0,Topology=o
g_10242,len=867,ExpAA=21.50,First60=0.00,PredHel=1,Topology=o841-863i
g_10243,len=197,ExpAA=0.46,First60=0.14,PredHel=0,Topology=o
g_10244,len=393,ExpAA=0.01,First60=0.00,PredHel=0,Topology=o
g_10245,len=197,ExpAA=0.59,First60=0.56,PredHel=0,Topology=o
g_10246,len=478,ExpAA=0.59,First60=0.59,PredHel=0,Topology=o
g_10247,len=731,ExpAA=0.02,First60=0.02,PredHel=0,Topology=o
g_10248,len=194,ExpAA=90.69,First60=25.12,PredHel=4,Topology=o15-37i57-79o115-137i150-172o
g_10249,len=180,ExpAA=0.02,First60=0.02,PredHel=0,Topology=o
g_10250,len=190,ExpAA=63.97,First60=26.88,PredHel=3,Topology=i20-39o54-76i136-158o
g_10251,len=369,ExpAA=0.01,First60=0.00,PredHel=0,Topology=o
g_10252,len=611,ExpAA=0.01,First60=0.00,PredHel=0,Topology=o
g_10253,len=175,ExpAA=1.80,First60=1.80,PredHel=0,Topology=o
g_10254,len=809,ExpAA=161.19,First60=0.00,PredHel=7,Topology=i118-140o155-177i525-547o589-611i632-651o666-688i695-714o
g_10255,len=675,ExpAA=0.07,First60=0.00,PredHel=0,Topology=o
g_10256,len=280,ExpAA=0.00,First60=0.00,PredHel=0,Topology=o
g_10257,len=196,ExpAA=0.00,First60=0.00,PredHel=0,Topology=o
g_10258,len=818,ExpAA=0.15,First60=0.03,PredHel=0,Topology=o
g_10259,len=192,ExpAA=0.00,First60=0.00,PredHel=0,Topology=o
g_10260,len=315,ExpAA=0.01,First60=0.01,PredHel=0,Topology=o
g_10261,len=264,ExpAA=4.19,First60=0.00,PredHel=0,Topology=o
g_10262,len=179,ExpAA=0.03,First60=0.01,PredHel=0,Topology=o
g_10263,len=115,ExpAA=0.00,First60=0.00,PredHel=0,Topology=i
g_10264,len=189,ExpAA=0.07,First60=0.07,PredHel=0,Topology=o
g_10265,len=797,ExpAA=0.72,First60=0.00,PredHel=0,Topology=o
g_10266,len=302,ExpAA=21.76,First60=21.74,PredHel=1,Topology=i27-49o
g_10267,len=150,ExpAA=0.00,First60=0.00,PredHel=0,Topology=o
g_10268,len=776,ExpAA=0.00,First60=0.00,PredHel=0,Topology=o
g_10269,len=176,ExpAA=0.01,First60=0.00,PredHel=0,Topology=o
g_10270,len=760,ExpAA=1.69,First60=0.00,PredHel=0,Topology=o
g_10271,len=171,ExpAA=0.00,First60=0.00,PredHel=0,Topology=o
g_10272,len=175,ExpAA=0.06,First60=0.00,PredHel=0,Topology=o
g_10273,len=546,ExpAA=1.22,First60=0.00,PredHel=0,Topology=o
g_10274,len=196,ExpAA=19.03,First60=0.02,PredHel=1,Topology=i158-180o
g_10275,len=890,ExpAA=0.30,First60=0.00,PredHel=0,Topology=o
g_10276,len=702,ExpAA=0.27,First60=0.00,PredHel=0,Topology=o
g_10277,len=139,ExpAA=0.00,First60=0.00,PredHel=0,Topology=o
g_10278,len=183,ExpAA=0.00,First60=0.00,PredHel=0,Topology=o
g_10279,len=882,ExpAA=22.76,First60=0.00,PredHel=1,Topology=i82-104o
g_10280,len=186,ExpAA=1.02,First60=1.02,PredHel=0,Topology=o
g_10281,len=564,ExpAA=0.02,First60=0.01,PredHel=0,Topology=o
g_10282,len=120,ExpAA=1.03,First60=1.03,PredHel=0,Topology=o
g_10283,len=116,ExpAA=6.08,First60=6.08,PredHel=0,Topology=o
g_10284,len=399,ExpAA=0.24,First60=0.00,PredHel=0,Topology=o
g_10285,len=173,ExpAA=0.02,First60=0.02,PredHel=0,Topology=i
g_10286,len=655,ExpAA=0.01,First60=0.00,PredHel=0,Topology=o
g_10287,len=195,ExpAA=18.07,First60=18.07,PredHel=1,Topology=i7-26o
g_10288,len=180,ExpAA=0.02,First60=0.02,PredHel=0,Topology=o
g_10289,len=171,ExpAA=1.01,First60=0.21,PredHel=0,Topology=o
g_10290,len=156,ExpAA=0.01,First60=0.01,PredHel=0,Topology=o
g_10291,len=163,ExpAA=0.15,First60=0.00,PredHel=0,Topology=o
g_10292,len=880,ExpAA=0.38,First60=0.00,PredHel=0,Topology=o
g_10293,len=195,ExpAA=0.01,First60=0.01,PredHel=0,Topology=o
g_10294,len=193,ExpAA=0.00,First60=0.00,PredHel=0,Topology=o
g_10295,len=677,ExpAA=0.09,First60=0.00,PredHel=0,Topology=o
g_10296,len=830,ExpAA=0.01,First60=0.00,PredHel=0,Topology=o
g_10297,len=185,ExpAA=1.47,First60=0.00,PredHel=0,Topology=o
g_10298,len=742,ExpAA=0.07,First60=0.02,PredHel=0,Topology=o
g_10299,len=187,ExpAA=1.65,First60=1.04,PredHel=0,Topology=o
g_10300,len=161,ExpAA=0.02,First60=0.00,PredHel=0,Topology=i
g_10301,len=195,ExpAA=0.02,First60=0.01,PredHel=0,Topology=o
g_10302,len=171,ExpAA=0.06,First60=0.03,PredHel=0,Topology=o
g_10303,len=657,ExpAA=0.09,First60=0.00,PredHel=0,Topology=o
g_10304,len=163,ExpAA=0.41,First60=0.03,PredHel=0,Topology=o
g_10305,len=195,ExpAA=0.01,First60=0.01,PredHel=0,Topology=o
g_10306,len=190,ExpAA=91.87,First60=39.01,PredHel=4,Topology=i20-42o46-68i81-103o163-185i
g_10307,len=182,ExpAA=9.74,First60=7.79,PredHel=0,Topology=o
g_10308,len=195,ExpAA=0.01,First60=0.00,PredHel=0,Topology=o
g_10309,len=552,ExpAA=22.54,First60=0.68,PredHel=1,Topology=i201-223o
g_10310,len=843,ExpAA=0.00,First60=0.00,PredHel=0,Topology=o
g_10311,len=766,ExpAA=0.00,First60=0.00,PredHel=0,Topology=o
g_10312,len=158,ExpAA=0.03,First60=0.01,PredHel=0,Topology=o
g_10313,len=161,ExpAA=0.15,First60=0.15,PredHel=0,Topology=o
g_10314,len=187,ExpAA=0.00,First60=0.00,PredHel=0,Topology=o
g_10315,len=188,ExpAA=0.00,First60=0.00,PredHel=0,Topology=o
g_10316,len=523,ExpAA=0.15,First60=0.15,PredHel=0,Topology=o
g_10317,len=850,ExpAA=18.22,First60=18.20,PredHel=1,Topology=i7-29o
g_10318,len=189,ExpAA=0.03,First60=0.00,PredHel=0,Topology=o
g_10319,len=881,ExpAA=1.66,First60=0.00,PredHel=0,Topology=o
g_10320,len=189,ExpAA=102.34,First60=37.86,PredHel=5,Topology=o19-36i43-65o70-92i105-127o162-179i
g_10321,len=194,ExpAA=0.01,First60=0.00,PredHel=0,Topology=o
g_10322,len=179,ExpAA=0.08,First60=0.02,PredHel=0,Topology=o
g_10323,len=867,ExpAA=0.10,First60=0.00,PredHel=0,Topology=o
g_10324,len=124,ExpAA=0.00,First60=0.00,PredHel=0,Topology=o
g_10325,len=550,ExpAA=0.00,First60=0.00,PredHel=0,Topology=o
g_10326,len=280,ExpAA=0.00,First60=0.00,PredHel=0,Topology=o
g_10327,len=194,ExpAA=0.00,First60=0.00,PredHel=0,Topology=o
g_10328,len=169,ExpAA=21.83,First60=0.08,PredHel=1,Topology=o140-162i
g_10329,len=261,ExpAA=0.00,First60=0.00,PredHel=0,Topology=o
g_10330,len=195,ExpAA=0.12,First60=0.00,PredHel=0,Topology=o
g_10331,len=195,ExpAA=1.34,First60=0.00,PredHel=0,Topology=o
g_10332,len=195,ExpAA=21.60,First60=21.17,PredHel=1,Topology=i28-50o
g_10333,len=817,ExpAA=0.43,First60=0.00,PredHel=0,Topology=o
g_10334,len=195,ExpAA=0.00,First60=0.00,PredHel=0,Topology=o
g_10335,len=369,ExpAA=0.01,First60=0.00,PredHel=0,Topology=o
g_10336,len=194,ExpAA=0.00,First60=0.00,PredHel=0,Topology=o
g_10337,len=455,ExpAA=0.00,First60=0.00,PredHel=0,Topology=o
g_10338,len=194,ExpAA=1.32,First60=0.01,PredHel=0,Topology=o
g_10339,len=184,ExpAA=0.00,First60=0.00,PredHel=0,Topology=o
g_10340,len=143,ExpAA=0.03,First60=0.03,PredHel=0,Topology=o
g_10341,len=135,ExpAA=0.03,First60=0.02,PredHel=0,Topology=o
g_10342,len=259,ExpAA=0.00,First60=0.00,PredHel=0,Topology=o
g_10343,len=892,ExpAA=0.03,First60=0.00,PredHel=0,Topology=o
g_10344,len=194,ExpAA=0.00,First60=0.00,PredHel=0,Topology=o
g_10345,len=823,ExpAA=0.14,First60=0.00,PredHel=0,Topology=o
g_10346,len=481,ExpAA=28.75,First60=6.00,PredHel=1,Topology=o349-371i
g_10347,len=184,ExpAA=0.02,First60=0.01,PredHel=0,Topology=o
g_10348,len=349,ExpAA=0.01,First60=0.00,PredHel=0,Topology=o
g_10349,len=152,ExpAA=0.21,First60=0.00,PredHel=0,Topology=o
g_10350,len=192,ExpAA=0.02,First60=0.00,PredHel=0,Topology=o
g_10351,len=311,ExpAA=0.02,First60=0.00,PredHel=0,Topology=o
g_10352,len=555,ExpAA=0.55,First60=0.00,PredHel=0,Topology=o
g_10353,len=194,ExpAA=0.01,First60=0.00,PredHel=0,Topology=o
g_10354,len=194,ExpAA=0.52,First60=0.02,PredHel=0,Topology=o
g_10355,len=844,ExpAA=0.08,First60=0.00,PredHel=0,Topology=o
g_10356,len=183,ExpAA=0.01,First60=0.01,PredHel=0,Topology=o
g_10357,len=191,ExpAA=1.12,First60=1.06,PredHel=0,Topology=o
g_10358,len=731,ExpAA=48.34,First60=0.00,PredHel=1,Topology=o580-602i
g_10359,len=171,ExpAA=0.42,First60=0.11,PredHel=0,Topology=o
g_10360,len=339,ExpAA=2.91,First60=0.10,PredHel=0,Topology=o
g_10361,len=138,ExpAA=47.49,First60=20.55,PredHel=2,Topology=o20-42i72-94o
g_10362,len=194,ExpAA=0.14,First60=0.00,PredHel=0,Topology=o
g_10363,len=103,ExpAA=0.00,First60=0.00,PredHel=0,Topology=o
g_10364,len=675,ExpAA=0.18,First60=0.00,PredHel=0,Topology=o
g_10365,len=424,ExpAA=0.12,First60=0.00,PredHel=0,Topology=o
g_10366,len=157,ExpAA=0.00,First60=0.00,PredHel=0,Topology=o
g_10367,len=134,ExpAA=0.02,First60=0.02,PredHel=0,Topology=o
g_10368,len=377,ExpAA=0.30,First60=0.00,PredHel=0,Topology=o
g_10369,len=179,ExpAA=88.39,First60=37.03,PredHel=4,Topology=i17-39o43-65i93-115o125-147i
g_10370,len=176,ExpAA=0.04,First60=0.04,PredHel=0,Topology=o
g_10371,len=149,ExpAA=97.96,First60=45.00,PredHel=4,Topology=i7-26o36-58i65-87o122-144i
g_10372,len=171,ExpAA=0.01,First60=0.00,PredHel=0,Topology=o
g_10373,len=798,ExpAA=0.01,First60=0.00,PredHel=0,Topology=o
g_10374,len=170,ExpAA=2.23,First60=1.92,PredHel=0,Topology=o
g_10375,len=890,ExpAA=0.00,First60=0.00,PredHel=0,Topology=o
g_10376,len=189,ExpAA=0.66,First60=0.00,PredHel=0,Topology=o
g_10377,len=193,ExpAA=0.00,First60=0.00,PredHel=0,Topology=o
g_10378,len=339,ExpAA=0.00,First60=0.00,PredHel=0,Topology=o
g_10379,len=190,ExpAA=0.68,First60=0.68,PredHel=0,Topology=o
g_10380,len=187,ExpAA=0.07,First60=0.06,PredHel=0,Topology=o
g_10381,len=536,ExpAA=0.00,First60=0.00,PredHel=0,Topology=o
g_10382,len=423,ExpAA=0.01,First60=0.01,PredHel=0,Topology=o
g_10383,len=186,ExpAA=0.00,First60=0.00,PredHel=0,Topology=o
g_10384,len=868,ExpAA=0.01,First60=0.00,PredHel=0,Topology=o
g_10385,len=188,ExpAA=0.22,First60=0.02,PredHel=0,Topology=o
g_10386,len=572,ExpAA=0.08,First60=0.00,PredHel=0,Topology=o
g_10387,len=193,ExpAA=5.66,First60=5.61,PredHel=0,Topology=o
g_10388,len=193,ExpAA=0.02,First60=0.00,PredHel=0,Topology=o
g_10389,len=164,ExpAA=0.18,First60=0.16,PredHel=0,Topology=o
g_10390,len=161,ExpAA=0.05,First60=0.05,PredHel=0,Topology=i
g_10391,len=158,ExpAA=0.78,First60=0.30,PredHel=0,Topology=o
g_10392,len=190,ExpAA=0.17,First60=0.05,PredHel=0,Topology=o
g_10393,len=181,ExpAA=0.02,First60=0.01,PredHel=0,Topology=o
g_10394,len=190,ExpAA=0.04,First60=0.00,PredHel=0,Topology=o
g_10395,len=176,ExpAA=0.01,First60=0.01,PredHel=0,Topology=o
g_10396,len=142,ExpAA=0.01,First60=0.01,PredHel=0,Topology=o
g_10397,len=187,ExpAA=0.00,First60=0.00,PredHel=0,Topology=o
g_10398,len=865,ExpAA=0.00,First60=0.00,PredHel=0,Topology=o
g_10399,len=476,ExpAA=0.32,First60=0.00,PredHel=0,Topology=o
g_10400,len=284,ExpAA=135.03,First60=5.61,PredHel=6,Topology=i55-77o92-111i132-154o181-203i210-232o252-274i
g_10401,len=180,ExpAA=0.16,First60=0.15,PredHel=0,Topology=o
g_10402,len=780,ExpAA=0.84,First60=0.83,PredHel=0,Topology=o
g_10403,len=550,ExpAA=99.41,First60=0.00,PredHel=4,Topology=i140-159o179-198i448-470o490-512i
g_10404,len=189,ExpAA=0.03,First60=0.00,PredHel=0,Topology=o
g_10405,len=168,ExpAA=0.00,First60=0.00,PredHel=0,Topology=o
g_10406,len=189,ExpAA=8.26,First60=0.02,PredHel=0,Topology=o
g_10407,len=117,ExpAA=0.28,First60=0.05,PredHel=0,Topology=o
g_10408,len=284,ExpAA=0.03,First60=0.00,PredHel=0,Topology=o
g_10409,len=177,ExpAA=0.22,First60=0.00,PredHel=0,Topology=o
g_10410,len=193,ExpAA=2.86,First60=0.00,PredHel=0,Topology=o
g_10411,len=191,ExpAA=0.11,First60=0.11,PredHel=0,Topology=o
g_10412,len=152,ExpAA=0.00,First60=0.00,PredHel=0,Topology=o
g_10413,len=189,ExpAA=0.00,First60=0.00,PredHel=0,Topology=o
g_10414,len=870,ExpAA=23.58,First60=0.00,PredHel=1,Topology=i113-135o
g_10415,len=193,ExpAA=0.01,First60=0.01,PredHel=0,Topology=o
g_10416,len=148,ExpAA=0.00,First60=0.00,PredHel=0,Topology=o
g_10417,len=446,ExpAA=67.42,First60=0.02,PredHel=3,Topology=i331-353o358-380i410-432o
g_10418,len=182,ExpAA=0.01,First60=0.00,PredHel=0,Topology=o
g_10419,len=171,ExpAA=0.00,First60=0.00,PredHel=0,Topology=o
g_10420,len=830,ExpAA=0.00,First60=0.00,PredHel=0,Topology=o
g_10421,len=191,ExpAA=0.02,First60=0.00,PredHel=0,Topology=o
g_10422,len=171,ExpAA=0.56,First60=0.04,PredHel=0,Topology=o
g_10423,len=613,ExpAA=0.07,First60=0.00,PredHel=0,Topology=o
g_10424,len=122,ExpAA=0.00,First60=0.00,PredHel=0,Topology=o
g_10425,len=506,ExpAA=3.04,First60=3.04,PredHel=0,Topology=o
g_10426,len=233,ExpAA=0.02,First60=0.01,PredHel=0,Topology=o
g_10427,len=152,ExpAA=0.03,First60=0.00,PredHel=0,Topology=o
g_10428,len=783,ExpAA=0.75,First60=0.71,PredHel=0,Topology=o
g_10429,len=192,ExpAA=0.21,First60=0.00,PredHel=0,Topology=o
g_10430,len=177,ExpAA=0.00,First60=0.00,PredHel=0,Topology=o
g_10431,len=885,ExpAA=4.71,First60=2.07,PredHel=0,Topology=o
g_10432,len=158,ExpAA=0.01,First60=0.00,PredHel=0,Topology=o
g_10433,len=773,ExpAA=0.00,First60=0.00,PredHel=0,Topology=o
g_10434,len=192,ExpAA=0.00,First60=0.00,PredHel=0,Topology=o
g_10435,len=711,ExpAA=174.06,First60=0.00,PredHel=8,Topology=o275-297i304-321o349-371i384-403o408-430i435-457o505-527i688-710o
g_10436,len=627,ExpAA=11.60,First60=0.00,PredHel=0,Topology=o
g_10437,len=172,ExpAA=0.00,First60=0.00,PredHel=0,Topology=o
g_10438,len=843,ExpAA=17.09,First60=15.48,PredHel=1,Topology=i41-63o
g_10439,len=148,ExpAA=13.08,First60=0.00,PredHel=0,Topology=i
g_10440,len=398,ExpAA=0.31,First60=0.27,PredHel=0,Topology=o
g_10441,len=170,ExpAA=0.01,First60=0.00,PredHel=0,Topology=o
g_10442,len=622,ExpAA=0.05,First60=0.00,PredHel=0,Topology=o
g_10443,len=354,ExpAA=17.73,First60=16.39,PredHel=1,Topology=i40-62o
g_10444,len=447,ExpAA=0.01,First60=0.00,PredHel=0,Topology=o
g_10445,len=179,ExpAA=0.03,First60=0.03,PredHel=0,Topology=o
g_10446,len=191,ExpAA=1.93,First60=1.88,PredHel=0,Topology=o
g_10447,len=181,ExpAA=16.72,First60=16.71,PredHel=1,Topology=o15-37i
g_10448,len=763,ExpAA=0.01,First60=0.00,PredHel=0,Topology=o
g_10449,len=191,ExpAA=0.00,First60=0.00,PredHel=0,Topology=o
g_10450,len=404,ExpAA=0.01,First60=0.00,PredHel=0,Topology=o
g_10451,len=414,ExpAA=0.00,First60=0.00,PredHel=0,Topology=o
g_10452,len=181,ExpAA=0.03,First60=0.00,PredHel=0,Topology=o
g_10453,len=728,ExpAA=0.00,First60=0.00,PredHel=0,Topology=o
g_10454,len=191,ExpAA=0.00,First60=0.00,PredHel=0,Topology=o
g_10455,len=191,ExpAA=0.01,First60=0.00,PredHel=0,Topology=o
g_10456,len=302,ExpAA=204.91,First60=37.41,PredHel=10,Topology=i5-22o32-54i67-86o91-113i120-142o152-173i180-202o217-239i246-268o273-290i
g_10457,len=192,ExpAA=1.95,First60=1.95,PredHel=0,Topology=i
g_10458,len=185,ExpAA=85.39,First60=20.53,PredHel=4,Topology=i41-63o73-95i102-124o159-181i
g_10459,len=191,ExpAA=88.47,First60=33.91,PredHel=4,Topology=o20-41i48-70o85-107i114-136o
g_10460,len=861,ExpAA=0.12,First60=0.00,PredHel=0,Topology=o
g_10461,len=883,ExpAA=0.00,First60=0.00,PredHel=0,Topology=o
g_10462,len=192,ExpAA=0.00,First60=0.00,PredHel=0,Topology=i
g_10463,len=867,ExpAA=0.00,First60=0.00,PredHel=0,Topology=o
g_10464,len=883,ExpAA=0.00,First60=0.00,PredHel=0,Topology=o
g_10465,len=191,ExpAA=0.00,First60=0.00,PredHel=0,Topology=o
g_10466,len=187,ExpAA=0.00,First60=0.00,PredHel=0,Topology=o
g_10467,len=185,ExpAA=0.01,First60=0.01,PredHel=0,Topology=o
g_10468,len=697,ExpAA=6.25,First60=0.00,PredHel=0,Topology=o
g_10469,len=192,ExpAA=0.34,First60=0.34,PredHel=0,Topology=o
g_10470,len=405,ExpAA=0.12,First60=0.00,PredHel=0,Topology=o
g_10471,len=318,ExpAA=192.25,First60=41.13,PredHel=9,Topology=o4-21i33-55o75-97i110-132o137-156i194-216o231-253i260-282o287-309i
g_10472,len=183,ExpAA=0.00,First60=0.00,PredHel=0,Topology=o
g_10473,len=795,ExpAA=0.00,First60=0.00,PredHel=0,Topology=o
g_10474,len=191,ExpAA=0.00,First60=0.00,PredHel=0,Topology=o
g_10475,len=191,ExpAA=0.00,First60=0.00,PredHel=0,Topology=o
g_10476,len=174,ExpAA=0.14,First60=0.07,PredHel=0,Topology=o
g_10477,len=792,ExpAA=0.02,First60=0.00,PredHel=0,Topology=o
g_10478,len=167,ExpAA=10.79,First60=10.79,PredHel=1,Topology=i13-30o
g_10479,len=894,ExpAA=1.68,First60=0.00,PredHel=0,Topology=o
g_10480,len=924,ExpAA=5.43,First60=0.86,PredHel=0,Topology=o
g_10481,len=783,ExpAA=3.22,First60=0.01,PredHel=0,Topology=o
g_10482,len=497,ExpAA=19.50,First60=19.48,PredHel=1,Topology=i12-29o
g_10483,len=356,ExpAA=0.13,First60=0.00,PredHel=0,Topology=o
g_10484,len=177,ExpAA=11.82,First60=11.41,PredHel=0,Topology=o
g_10485,len=191,ExpAA=0.00,First60=0.00,PredHel=0,Topology=o
g_10486,len=188,ExpAA=0.36,First60=0.36,PredHel=0,Topology=o
g_10487,len=164,ExpAA=0.14,First60=0.02,PredHel=0,Topology=o
g_10488,len=187,ExpAA=0.01,First60=0.00,PredHel=0,Topology=o
g_10489,len=191,ExpAA=0.01,First60=0.01,PredHel=0,Topology=o
g_10490,len=749,ExpAA=0.14,First60=0.00,PredHel=0,Topology=o
g_10491,len=142,ExpAA=22.31,First60=19.83,PredHel=1,Topology=i42-64o
g_10492,len=374,ExpAA=0.50,First60=0.01,PredHel=0,Topology=o
g_10493,len=172,ExpAA=0.00,First60=0.00,PredHel=0,Topology=o
g_10494,len=608,ExpAA=0.04,First60=0.03,PredHel=0,Topology=o
g_10495,len=162,ExpAA=0.00,First60=0.00,PredHel=0,Topology=o
g_10496,len=163,ExpAA=0.01,First60=0.01,PredHel=0,Topology=i
g_10497,len=850,ExpAA=0.72,First60=0.00,PredHel=0,Topology=o
g_10498,len=159,ExpAA=0.26,First60=0.07,PredHel=0,Topology=o
g_10499,len=288,ExpAA=0.25,First60=0.10,PredHel=0,Topology=o
g_10500,len=189,ExpAA=0.03,First60=0.00,PredHel=0,Topology=o
g_10501,len=191,ExpAA=0.00,First60=0.00,PredHel=0,Topology=o
g_10502,len=736,ExpAA=0.06,First60=0.00,PredHel=0,Topology=o
g_10503,len=372,ExpAA=0.49,First60=0.45,PredHel=0,Topology=o
g_10504,len=154,ExpAA=0.00,First60=0.00,PredHel=0,Topology=i
g_10505,len=737,ExpAA=0.23,First60=0.00,PredHel=0,Topology=o
g_10506,len=111,ExpAA=0.90,First60=0.90,PredHel=0,Topology=o
g_10507,len=177,ExpAA=18.99,First60=18.98,PredHel=1,Topology=o10-27i
g_10508,len=142,ExpAA=0.00,First60=0.00,PredHel=0,Topology=o
g_10509,len=138,ExpAA=0.01,First60=0.00,PredHel=0,Topology=o
g_10510,len=153,ExpAA=22.10,First60=1.64,PredHel=1,Topology=i130-152o
g_10511,len=168,ExpAA=0.18,First60=0.03,PredHel=0,Topology=o
g_10512,len=180,ExpAA=13.78,First60=13.78,PredHel=0,Topology=o
g_10513,len=825,ExpAA=0.01,First60=0.00,PredHel=0,Topology=o
g_10514,len=187,ExpAA=0.32,First60=0.26,PredHel=0,Topology=o
g_10515,len=168,ExpAA=0.14,First60=0.01,PredHel=0,Topology=o
g_10516,len=682,ExpAA=0.01,First60=0.01,PredHel=0,Topology=o
g_10517,len=124,ExpAA=0.00,First60=0.00,PredHel=0,Topology=o
g_10518,len=173,ExpAA=0.00,First60=0.00,PredHel=0,Topology=o
g_10519,len=876,ExpAA=0.21,First60=0.00,PredHel=0,Topology=o
g_10520,len=180,ExpAA=0.00,First60=0.00,PredHel=0,Topology=o
g_10521,len=120,ExpAA=0.00,First60=0.00,PredHel=0,Topology=i
g_10522,len=166,ExpAA=3.00,First60=0.11,PredHel=0,Topology=o
g_10523,len=184,ExpAA=30.17,First60=3.78,PredHel=1,Topology=i57-79o
g_10524,len=509,ExpAA=0.00,First60=0.00,PredHel=0,Topology=o
g_10525,len=267,ExpAA=127.82,First60=22.38,PredHel=6,Topology=i24-46o78-100i121-143o163-185i198-217o221-240i
g_10526,len=178,ExpAA=0.00,First60=0.00,PredHel=0,Topology=o
g_10527,len=505,ExpAA=0.00,First60=0.00,PredHel=0,Topology=o
g_10528,len=168,ExpAA=0.58,First60=0.56,PredHel=0,Topology=o
g_10529,len=567,ExpAA=0.12,First60=0.01,PredHel=0,Topology=o
g_10530,len=153,ExpAA=83.10,First60=19.92,PredHel=4,Topology=i39-56o61-83i90-109o124-146i
g_10531,len=190,ExpAA=0.08,First60=0.01,PredHel=0,Topology=o
g_10532,len=391,ExpAA=0.07,First60=0.00,PredHel=0,Topology=o
g_10533,len=190,ExpAA=0.00,First60=0.00,PredHel=0,Topology=o
